id_envio;corredor_de_armazenagem;metodo_de_envio;ligações_do_cliente;avaliação_do_cliente;preço;qtd_itens;importancia;genero;desconto;peso_g;Chegou_no_tempo;Destino;DataEnvio;dataEntrega;avaliacaoEntrega
2352;F;PAC;5;1;237;4;low;M;33;2605;1;Minas Gerais;quinta-feira, 26 de outubro de 2023;terça-feira, 31 de outubro de 2023;4
2353;D;PAC;5;5;234;6;medium;F;60;2443;1;Rio Grande do Norte;segunda-feira, 22 de fevereiro de 2021;sábado, 27 de fevereiro de 2021;4
2354;F;PAC;3;2;264;3;medium;F;43;3439;1;Piauí;sexta-feira, 9 de dezembro de 2022;segunda-feira, 12 de dezembro de 2022;5
2355;A;PAC;2;2;153;3;low;F;55;1273;1;Rondônia;quinta-feira, 7 de setembro de 2023;terça-feira, 12 de setembro de 2023;5
2356;B;PAC;4;3;228;4;low;M;61;3583;1;Pernambuco;sexta-feira, 23 de outubro de 2020;sábado, 24 de outubro de 2020;4
2357;C;PAC;3;5;264;2;medium;M;33;2021;1;Piauí;sexta-feira, 6 de dezembro de 2024;terça-feira, 10 de dezembro de 2024;5
2358;F;PAC;4;3;267;3;low;F;42;2332;1;Piauí;quarta-feira, 6 de janeiro de 2021;quinta-feira, 7 de janeiro de 2021;5
2359;D;PAC;3;2;213;2;low;M;22;3248;1;Rio Grande do Sul;sábado, 30 de janeiro de 2021;terça-feira, 2 de fevereiro de 2021;4
2360;F;PAC;4;1;181;3;medium;M;38;3258;1;São Paulo;quarta-feira, 25 de maio de 2022;segunda-feira, 30 de maio de 2022;4
2361;A;PAC;6;4;209;5;low;F;53;3169;1;#REF!;quarta-feira, 19 de maio de 2021;domingo, 23 de maio de 2021;5
2362;B;PAC;3;2;165;3;low;F;19;1111;1;Santa Catarina;quinta-feira, 21 de janeiro de 2021;sábado, 23 de janeiro de 2021;4
2363;C;PAC;3;4;164;3;high;F;55;1293;1;Rondônia;quinta-feira, 30 de abril de 2020;terça-feira, 5 de maio de 2020;5
2364;F;PAC;5;5;141;2;medium;M;14;1114;1;Roraima;sábado, 14 de março de 2020;quinta-feira, 19 de março de 2020;5
2365;D;PAC;3;2;164;4;medium;M;2;1701;1;Amazonas;terça-feira, 3 de novembro de 2020;quinta-feira, 5 de novembro de 2020;5
2366;F;PAC;3;3;178;2;medium;M;4;1778;1;Espírito Santo;quarta-feira, 24 de julho de 2024;sexta-feira, 26 de julho de 2024;4
2367;A;PAC;5;4;200;3;medium;M;24;2078;1;Pará;domingo, 13 de outubro de 2024;segunda-feira, 14 de outubro de 2024;5
2368;B;PAC;4;5;185;2;low;F;47;3974;1;Minas Gerais;terça-feira, 23 de julho de 2024;sexta-feira, 26 de julho de 2024;5
2369;C;PAC;2;1;180;2;medium;F;31;1078;1;Maranhão;quarta-feira, 24 de junho de 2020;domingo, 28 de junho de 2020;5
2370;F;PAC;4;5;144;3;low;M;9;1526;1;Sergipe;terça-feira, 5 de novembro de 2024;quarta-feira, 6 de novembro de 2024;4
2371;D;PAC;4;4;161;4;low;F;14;1194;1;Amazonas;sexta-feira, 2 de abril de 2021;segunda-feira, 5 de abril de 2021;5
2372;F;PAC;4;5;152;3;medium;M;25;1222;1;Sergipe;quarta-feira, 22 de dezembro de 2021;sábado, 25 de dezembro de 2021;5
2373;A;PAC;2;3;129;3;low;M;50;1111;1;Distrito Federal;segunda-feira, 28 de novembro de 2022;terça-feira, 29 de novembro de 2022;4
2374;B;PAC;5;2;140;3;medium;F;16;1969;1;Alagoas;terça-feira, 26 de outubro de 2021;sábado, 30 de outubro de 2021;5
2375;C;PAC;4;1;270;4;medium;F;64;3312;1;Pará;sábado, 2 de maio de 2020;segunda-feira, 4 de maio de 2020;5
2376;F;PAC;3;2;183;3;medium;F;25;2023;1;Rondônia;terça-feira, 7 de janeiro de 2020;sábado, 11 de janeiro de 2020;5
2377;D;PAC;4;1;264;3;low;F;39;3719;1;Ceará;quarta-feira, 21 de setembro de 2022;domingo, 25 de setembro de 2022;5
2378;F;PAC;3;2;167;4;medium;M;49;1973;1;Ceará;domingo, 12 de março de 2023;terça-feira, 14 de março de 2023;4
2379;A;PAC;5;1;219;3;low;M;14;2447;1;Goiás;domingo, 30 de maio de 2021;terça-feira, 1 de junho de 2021;5
2380;B;PAC;4;2;225;3;low;M;52;3189;1;Paraíba;sexta-feira, 21 de junho de 2024;segunda-feira, 24 de junho de 2024;5
2381;C;PAC;4;1;228;3;low;F;53;2021;1;Mato Grosso do Sul;segunda-feira, 4 de abril de 2022;quinta-feira, 7 de abril de 2022;4
2382;F;PAC;3;5;119;3;medium;M;7;1021;1;Pará;domingo, 21 de novembro de 2021;segunda-feira, 22 de novembro de 2021;5
2383;D;PAC;3;5;244;3;low;F;8;3154;1;Espírito Santo;sábado, 22 de junho de 2024;domingo, 23 de junho de 2024;5
2384;F;PAC;4;3;163;5;low;M;29;1349;1;Pará;segunda-feira, 14 de junho de 2021;terça-feira, 15 de junho de 2021;4
2385;A;PAC;4;5;260;3;medium;M;59;3951;1;Sergipe;quinta-feira, 1 de julho de 2021;terça-feira, 6 de julho de 2021;4
2386;B;PAC;4;3;135;2;medium;F;53;1073;1;Acre;quarta-feira, 24 de novembro de 2021;domingo, 28 de novembro de 2021;4
2387;C;PAC;5;2;167;3;medium;F;7;1939;1;São Paulo;quinta-feira, 12 de maio de 2022;segunda-feira, 16 de maio de 2022;5
2388;F;PAC;4;4;233;3;medium;F;14;2522;1;Paraíba;sexta-feira, 22 de julho de 2022;sábado, 23 de julho de 2022;4
2389;D;PAC;4;5;147;2;medium;F;19;1940;1;Sergipe;sábado, 26 de setembro de 2020;segunda-feira, 28 de setembro de 2020;5
2390;F;PAC;2;4;159;2;low;F;17;1686;1;Distrito Federal;terça-feira, 9 de janeiro de 2024;sexta-feira, 12 de janeiro de 2024;5
2391;A;PAC;4;2;139;3;medium;M;5;1674;1;Alagoas;quarta-feira, 22 de abril de 2020;sexta-feira, 24 de abril de 2020;4
2392;B;PAC;3;1;200;2;low;F;44;2651;1;Rio de Janeiro;quinta-feira, 22 de dezembro de 2022;sexta-feira, 23 de dezembro de 2022;4
2393;C;PAC;4;1;221;3;low;F;3;2546;1;Piauí;quinta-feira, 21 de janeiro de 2021;sábado, 23 de janeiro de 2021;4
2394;F;PAC;4;3;158;3;low;M;18;1036;1;Roraima;quinta-feira, 9 de julho de 2020;terça-feira, 14 de julho de 2020;4
2395;D;PAC;4;5;227;3;low;M;65;3984;1;Alagoas;terça-feira, 16 de fevereiro de 2021;sexta-feira, 19 de fevereiro de 2021;4
2396;F;PAC;3;3;179;3;medium;F;12;1125;1;Rio Grande do Norte;sexta-feira, 16 de abril de 2021;domingo, 18 de abril de 2021;4
2397;A;PAC;3;2;232;3;low;F;64;3131;1;Rio Grande do Sul;terça-feira, 21 de abril de 2020;sábado, 25 de abril de 2020;5
2398;B;PAC;3;3;139;2;low;M;9;1177;1;Goiás;domingo, 25 de dezembro de 2022;quarta-feira, 28 de dezembro de 2022;5
2399;C;PAC;6;3;195;2;medium;M;21;3869;1;Bahia;terça-feira, 3 de outubro de 2023;domingo, 8 de outubro de 2023;5
2400;F;PAC;6;2;276;6;medium;M;7;2437;1;Rio Grande do Sul;quarta-feira, 20 de maio de 2020;segunda-feira, 25 de maio de 2020;4
2401;D;PAC;2;5;171;3;medium;F;13;1101;1;Bahia;quarta-feira, 22 de março de 2023;sábado, 25 de março de 2023;4
2402;F;PAC;5;4;259;3;medium;F;43;2685;1;Goiás;quinta-feira, 29 de abril de 2021;domingo, 2 de maio de 2021;5
2403;A;PAC;3;2;123;4;medium;F;7;1596;1;Piauí;sexta-feira, 3 de setembro de 2021;quarta-feira, 8 de setembro de 2021;4
2404;B;PAC;3;2;199;4;low;F;47;2208;1;Minas Gerais;segunda-feira, 22 de fevereiro de 2021;sábado, 27 de fevereiro de 2021;4
2405;C;PAC;4;3;226;2;low;F;32;2912;1;Rio Grande do Sul;quinta-feira, 11 de novembro de 2021;domingo, 14 de novembro de 2021;5
2406;F;PAC;4;2;149;3;medium;F;54;1506;1;Pará;domingo, 7 de agosto de 2022;terça-feira, 9 de agosto de 2022;4
2407;D;PAC;3;5;115;3;medium;M;60;1122;1;Rio Grande do Norte;sexta-feira, 6 de agosto de 2021;quarta-feira, 11 de agosto de 2021;5
2408;F;PAC;3;2;243;2;medium;M;26;2719;1;#REF!;segunda-feira, 28 de outubro de 2024;sábado, 2 de novembro de 2024;5
2409;A;PAC;2;4;136;6;medium;M;58;1479;1;#REF!;domingo, 11 de agosto de 2024;quarta-feira, 14 de agosto de 2024;5
2410;B;PAC;3;2;180;2;low;F;6;1811;1;Rio Grande do Sul;segunda-feira, 17 de junho de 2024;quarta-feira, 19 de junho de 2024;5
2411;C;PAC;4;1;274;4;medium;M;57;3332;1;São Paulo;quarta-feira, 22 de maio de 2024;segunda-feira, 27 de maio de 2024;5
2412;F;PAC;6;5;233;6;medium;M;48;3341;1;Bahia;quinta-feira, 17 de agosto de 2023;domingo, 20 de agosto de 2023;5
2413;D;PAC;3;2;254;2;medium;F;2;3239;1;Ceará;sexta-feira, 14 de agosto de 2020;segunda-feira, 17 de agosto de 2020;4
2414;F;PAC;4;5;153;3;high;F;3;1347;1;Pará;domingo, 31 de outubro de 2021;quinta-feira, 4 de novembro de 2021;4
2415;A;PAC;6;3;175;5;medium;F;64;1860;1;Piauí;sábado, 7 de março de 2020;terça-feira, 10 de março de 2020;4
2416;B;PAC;5;2;207;2;low;F;35;2184;1;Rondônia;sexta-feira, 26 de novembro de 2021;quarta-feira, 1 de dezembro de 2021;5
2417;C;PAC;3;1;153;2;low;F;6;1314;1;Alagoas;quinta-feira, 15 de agosto de 2024;sábado, 17 de agosto de 2024;5
2418;F;PAC;3;4;228;2;medium;M;65;3943;1;Espírito Santo;terça-feira, 9 de janeiro de 2024;domingo, 14 de janeiro de 2024;4
2419;D;PAC;5;2;96;2;low;F;50;1186;1;#REF!;sexta-feira, 21 de fevereiro de 2020;domingo, 23 de fevereiro de 2020;5
2420;F;PAC;4;4;241;3;high;M;39;3798;1;Amazonas;quinta-feira, 18 de abril de 2024;segunda-feira, 22 de abril de 2024;4
2421;A;PAC;5;2;249;5;high;F;28;2846;1;Maranhão;terça-feira, 12 de janeiro de 2021;quinta-feira, 14 de janeiro de 2021;4
2422;B;PAC;3;3;188;5;low;M;25;3992;1;Paraíba;domingo, 21 de fevereiro de 2021;sexta-feira, 26 de fevereiro de 2021;5
2423;C;PAC;3;2;154;2;high;F;4;1009;1;Distrito Federal;quinta-feira, 18 de março de 2021;domingo, 21 de março de 2021;4
2424;F;PAC;4;4;226;2;high;M;53;3154;1;Minas Gerais;domingo, 6 de setembro de 2020;terça-feira, 8 de setembro de 2020;5
2425;D;PAC;5;3;250;2;low;F;14;2064;1;Paraná;quarta-feira, 6 de janeiro de 2021;quinta-feira, 7 de janeiro de 2021;5
2426;F;PAC;3;1;150;2;medium;F;46;1431;1;Paraíba;terça-feira, 6 de dezembro de 2022;domingo, 11 de dezembro de 2022;4
2427;A;PAC;3;5;267;2;low;F;16;2913;1;Mato Grosso do Sul;quarta-feira, 6 de abril de 2022;sábado, 9 de abril de 2022;4
2428;B;PAC;4;3;223;3;low;M;35;2715;1;Roraima;sábado, 2 de setembro de 2023;quinta-feira, 7 de setembro de 2023;4
2429;C;PAC;4;5;192;3;medium;F;41;3873;1;Paraná;sexta-feira, 24 de dezembro de 2021;domingo, 26 de dezembro de 2021;5
2430;F;PAC;3;2;143;3;low;F;58;1785;1;Paraná;quinta-feira, 27 de abril de 2023;terça-feira, 2 de maio de 2023;4
2431;D;PAC;3;5;113;2;low;F;19;1660;1;#REF!;quinta-feira, 8 de junho de 2023;domingo, 11 de junho de 2023;5
2432;F;PAC;4;1;135;3;medium;M;39;1549;1;Rondônia;sábado, 27 de novembro de 2021;segunda-feira, 29 de novembro de 2021;4
2433;A;PAC;4;4;189;4;high;F;56;2646;1;#REF!;terça-feira, 6 de setembro de 2022;quarta-feira, 7 de setembro de 2022;5
2434;B;PAC;3;2;245;3;medium;M;13;3775;1;Ceará;terça-feira, 20 de junho de 2023;sábado, 24 de junho de 2023;5
2435;C;PAC;3;5;181;2;low;M;29;2217;1;Pernambuco;quarta-feira, 28 de outubro de 2020;segunda-feira, 2 de novembro de 2020;4
2436;F;PAC;3;2;207;2;medium;F;37;2460;1;Mato Grosso do Sul;terça-feira, 26 de março de 2024;sábado, 30 de março de 2024;4
2437;D;PAC;3;1;169;2;medium;F;19;1183;1;Distrito Federal;segunda-feira, 17 de julho de 2023;sábado, 22 de julho de 2023;5
2438;F;PAC;4;5;206;3;low;F;65;2598;1;Paraíba;domingo, 31 de dezembro de 2023;quarta-feira, 3 de janeiro de 2024;4
2439;A;PAC;2;5;117;3;low;M;44;1192;1;Tocantins;segunda-feira, 29 de abril de 2024;sábado, 4 de maio de 2024;4
2440;B;sedex;2;1;115;3;high;M;42;1247;1;Pará;quarta-feira, 1 de março de 2023;segunda-feira, 6 de março de 2023;5
2441;C;sedex;3;3;149;3;low;F;63;1196;1;Alagoas;sábado, 15 de janeiro de 2022;terça-feira, 18 de janeiro de 2022;5
2442;F;sedex;4;5;133;3;medium;M;3;1403;1;Rio Grande do Norte;sábado, 13 de novembro de 2021;domingo, 14 de novembro de 2021;4
2443;D;sedex;4;3;271;2;medium;M;22;2595;1;Mato Grosso do Sul;sábado, 9 de março de 2024;quinta-feira, 14 de março de 2024;4
2444;F;sedex;2;5;116;3;low;F;3;1688;1;Ceará;sexta-feira, 23 de julho de 2021;domingo, 25 de julho de 2021;5
2445;A;sedex;3;5;139;2;medium;M;64;1857;1;Rio Grande do Norte;quarta-feira, 22 de fevereiro de 2023;segunda-feira, 27 de fevereiro de 2023;5
2446;B;sedex;4;3;216;3;medium;M;35;2567;1;São Paulo;terça-feira, 25 de junho de 2024;domingo, 30 de junho de 2024;5
2447;C;sedex;3;5;165;2;high;F;37;1234;1;Distrito Federal;quinta-feira, 11 de junho de 2020;sexta-feira, 12 de junho de 2020;5
2448;F;sedex;6;5;286;4;low;F;31;3774;1;Mato Grosso do Sul;sábado, 20 de maio de 2023;segunda-feira, 22 de maio de 2023;4
2449;D;sedex;5;3;136;3;medium;F;13;1446;1;Roraima;segunda-feira, 16 de dezembro de 2024;sexta-feira, 20 de dezembro de 2024;4
2450;F;sedex;4;5;225;4;low;M;48;2767;1;Sergipe;sexta-feira, 25 de junho de 2021;quarta-feira, 30 de junho de 2021;4
2451;A;sedex;4;2;163;3;low;F;27;1639;1;Maranhão;sábado, 11 de abril de 2020;domingo, 12 de abril de 2020;5
2452;B;sedex;4;3;272;4;low;M;61;2857;1;Paraíba;segunda-feira, 5 de dezembro de 2022;sexta-feira, 9 de dezembro de 2022;5
2453;C;sedex;4;3;135;2;high;M;24;1292;1;Rio Grande do Norte;sexta-feira, 7 de agosto de 2020;terça-feira, 11 de agosto de 2020;5
2454;F;sedex;4;5;184;3;low;F;64;3812;1;Ceará;sábado, 22 de fevereiro de 2020;quinta-feira, 27 de fevereiro de 2020;4
2455;D;sedex;4;5;219;2;medium;F;28;2164;1;Alagoas;sábado, 1 de janeiro de 2022;segunda-feira, 3 de janeiro de 2022;4
2456;F;sedex;3;3;249;2;medium;M;53;2323;1;Sergipe;quinta-feira, 6 de fevereiro de 2020;sexta-feira, 7 de fevereiro de 2020;5
2457;A;sedex;2;3;142;3;low;F;46;1694;1;Paraíba;quarta-feira, 14 de agosto de 2024;quinta-feira, 15 de agosto de 2024;4
2458;B;sedex;5;2;137;3;medium;M;47;1023;1;Amazonas;terça-feira, 21 de junho de 2022;sábado, 25 de junho de 2022;4
2459;C;sedex;2;5;168;3;low;M;37;1717;1;Mato Grosso do Sul;sexta-feira, 29 de setembro de 2023;segunda-feira, 2 de outubro de 2023;4
2460;F;sedex;5;5;165;3;medium;F;32;1798;1;Paraíba;segunda-feira, 23 de janeiro de 2023;terça-feira, 24 de janeiro de 2023;4
2461;D;sedex;3;3;199;2;low;M;4;3553;1;Maranhão;quarta-feira, 30 de dezembro de 2020;sábado, 2 de janeiro de 2021;4
2462;F;Transportadora;3;3;246;3;low;M;27;3648;1;Amazonas;domingo, 4 de setembro de 2022;sexta-feira, 9 de setembro de 2022;4
2463;A;Transportadora;5;2;224;4;medium;M;43;2336;1;Ceará;segunda-feira, 15 de março de 2021;quinta-feira, 18 de março de 2021;5
2464;B;Transportadora;5;5;216;6;low;M;54;2075;1;Rio Grande do Sul;domingo, 25 de setembro de 2022;sexta-feira, 30 de setembro de 2022;4
2465;C;Transportadora;5;3;167;2;low;M;3;1140;1;#REF!;terça-feira, 20 de dezembro de 2022;domingo, 25 de dezembro de 2022;4
2466;F;Transportadora;4;2;182;3;medium;M;14;3413;1;Roraima;domingo, 17 de março de 2024;sexta-feira, 22 de março de 2024;5
2467;D;Transportadora;6;1;126;3;medium;F;37;1697;1;Tocantins;quarta-feira, 31 de agosto de 2022;sexta-feira, 2 de setembro de 2022;5
2468;F;Transportadora;5;1;170;3;medium;F;48;1299;1;Pernambuco;sexta-feira, 29 de setembro de 2023;domingo, 1 de outubro de 2023;5
2469;A;Transportadora;4;2;148;3;medium;M;2;1805;1;Ceará;terça-feira, 25 de outubro de 2022;quinta-feira, 27 de outubro de 2022;4
2470;B;Transportadora;4;2;141;3;medium;M;61;1875;1;Rondônia;sexta-feira, 4 de setembro de 2020;sábado, 5 de setembro de 2020;5
2471;C;Transportadora;5;5;169;2;medium;F;14;1497;1;Minas Gerais;quarta-feira, 29 de março de 2023;sábado, 1 de abril de 2023;4
2472;F;Transportadora;5;2;143;3;medium;M;12;1802;1;Pernambuco;quarta-feira, 17 de março de 2021;sexta-feira, 19 de março de 2021;4
2473;D;Transportadora;4;5;156;3;low;F;60;1553;1;Goiás;quarta-feira, 8 de maio de 2024;quinta-feira, 9 de maio de 2024;4
2474;F;Transportadora;5;1;241;4;medium;F;19;2193;1;Paraíba;quarta-feira, 29 de novembro de 2023;domingo, 3 de dezembro de 2023;5
2475;A;Transportadora;3;4;212;3;medium;F;13;2307;1;Ceará;segunda-feira, 21 de novembro de 2022;quinta-feira, 24 de novembro de 2022;4
2476;B;Transportadora;5;3;265;3;medium;M;30;2293;1;Espírito Santo;terça-feira, 27 de outubro de 2020;quinta-feira, 29 de outubro de 2020;5
2477;C;Transportadora;3;4;243;3;low;F;60;2980;1;Distrito Federal;domingo, 27 de junho de 2021;segunda-feira, 28 de junho de 2021;5
2478;F;Transportadora;5;2;209;4;medium;M;15;3330;1;Pará;quinta-feira, 24 de março de 2022;terça-feira, 29 de março de 2022;4
2479;D;Transportadora;4;5;229;3;medium;M;21;2688;1;#REF!;quinta-feira, 26 de outubro de 2023;sábado, 28 de outubro de 2023;4
2480;F;Transportadora;3;1;257;2;low;F;45;3496;1;Distrito Federal;quarta-feira, 24 de junho de 2020;domingo, 28 de junho de 2020;5
2481;A;Transportadora;5;5;209;3;low;M;49;3893;1;Minas Gerais;domingo, 25 de agosto de 2024;segunda-feira, 26 de agosto de 2024;5
2482;B;Transportadora;3;3;142;3;medium;M;23;1897;1;Pernambuco;segunda-feira, 11 de novembro de 2024;terça-feira, 12 de novembro de 2024;4
2483;C;Transportadora;3;5;208;4;medium;M;12;3181;1;Goiás;quarta-feira, 7 de setembro de 2022;quinta-feira, 8 de setembro de 2022;5
2484;F;PAC;6;3;167;6;low;F;15;1278;1;São Paulo;terça-feira, 14 de maio de 2024;sexta-feira, 17 de maio de 2024;4
2485;D;PAC;3;5;266;3;medium;M;16;2334;1;Ceará;segunda-feira, 23 de março de 2020;sábado, 28 de março de 2020;5
2486;F;PAC;5;3;210;2;medium;M;44;3382;1;Minas Gerais;sexta-feira, 19 de janeiro de 2024;sábado, 20 de janeiro de 2024;5
2487;A;PAC;2;2;147;2;medium;F;49;1447;1;Amazonas;segunda-feira, 11 de dezembro de 2023;terça-feira, 12 de dezembro de 2023;4
2488;B;PAC;5;2;132;2;medium;M;8;1665;1;Acre;sábado, 27 de novembro de 2021;quarta-feira, 1 de dezembro de 2021;5
2489;C;PAC;3;4;269;3;medium;F;21;3716;1;São Paulo;sábado, 4 de junho de 2022;domingo, 5 de junho de 2022;4
2490;F;PAC;5;3;148;3;medium;F;48;1099;1;Rio Grande do Sul;sexta-feira, 28 de outubro de 2022;domingo, 30 de outubro de 2022;4
2491;D;PAC;4;5;268;2;high;M;32;3675;1;Maranhão;segunda-feira, 25 de maio de 2020;sexta-feira, 29 de maio de 2020;5
2492;F;PAC;3;5;156;2;low;F;43;1301;1;#REF!;quarta-feira, 20 de março de 2024;quinta-feira, 21 de março de 2024;5
2493;A;PAC;5;1;222;4;low;M;63;3506;1;Paraíba;quarta-feira, 10 de julho de 2024;segunda-feira, 15 de julho de 2024;4
2494;B;PAC;4;5;151;3;high;F;31;1365;1;#REF!;domingo, 4 de fevereiro de 2024;segunda-feira, 5 de fevereiro de 2024;4
2495;C;PAC;3;3;236;3;low;F;28;3652;1;Mato Grosso do Sul;terça-feira, 18 de fevereiro de 2020;quarta-feira, 19 de fevereiro de 2020;5
2496;F;PAC;3;5;229;3;medium;F;12;3049;1;Amazonas;segunda-feira, 7 de novembro de 2022;terça-feira, 8 de novembro de 2022;5
2497;D;PAC;4;3;261;3;low;M;42;2664;1;Roraima;quarta-feira, 25 de outubro de 2023;quinta-feira, 26 de outubro de 2023;4
2498;F;PAC;2;1;229;4;low;M;6;3757;1;Minas Gerais;quarta-feira, 26 de janeiro de 2022;sábado, 29 de janeiro de 2022;5
2499;A;PAC;4;5;205;3;low;F;60;2317;1;Maranhão;quarta-feira, 13 de setembro de 2023;sábado, 16 de setembro de 2023;5
2500;B;PAC;3;4;240;2;low;M;8;3883;1;Ceará;sábado, 1 de agosto de 2020;quarta-feira, 5 de agosto de 2020;5
2501;C;PAC;4;3;209;6;low;F;59;2622;1;Pará;segunda-feira, 2 de setembro de 2024;sexta-feira, 6 de setembro de 2024;4
2502;F;PAC;2;1;252;2;low;M;35;2526;1;Espírito Santo;domingo, 23 de maio de 2021;terça-feira, 25 de maio de 2021;5
2503;D;PAC;3;4;140;2;medium;M;48;1102;1;Distrito Federal;segunda-feira, 15 de maio de 2023;quinta-feira, 18 de maio de 2023;5
2504;F;PAC;5;4;156;2;low;F;57;1842;1;Maranhão;terça-feira, 5 de dezembro de 2023;quinta-feira, 7 de dezembro de 2023;5
2505;A;PAC;2;2;190;8;medium;M;33;3448;1;Espírito Santo;domingo, 23 de fevereiro de 2020;terça-feira, 25 de fevereiro de 2020;4
2506;B;PAC;3;4;138;6;medium;M;5;1853;1;Sergipe;quinta-feira, 13 de junho de 2024;domingo, 16 de junho de 2024;4
2507;C;PAC;5;4;243;3;low;F;35;2899;1;Ceará;domingo, 10 de maio de 2020;segunda-feira, 11 de maio de 2020;5
2508;F;PAC;3;1;183;2;low;M;58;3027;1;Santa Catarina;quinta-feira, 8 de setembro de 2022;terça-feira, 13 de setembro de 2022;4
2509;D;PAC;3;5;190;10;medium;M;26;3244;1;Goiás;domingo, 1 de setembro de 2024;segunda-feira, 2 de setembro de 2024;4
2510;F;PAC;5;1;235;2;low;M;27;2451;1;Rio Grande do Norte;quinta-feira, 18 de novembro de 2021;terça-feira, 23 de novembro de 2021;4
2511;A;PAC;3;2;143;6;medium;M;63;1953;1;Ceará;segunda-feira, 14 de junho de 2021;sexta-feira, 18 de junho de 2021;5
2512;B;PAC;3;1;176;2;medium;F;45;1470;1;Acre;quarta-feira, 23 de junho de 2021;sábado, 26 de junho de 2021;5
2513;C;PAC;3;5;178;3;low;F;39;1498;1;Ceará;terça-feira, 9 de julho de 2024;domingo, 14 de julho de 2024;4
2514;F;PAC;3;2;270;2;medium;F;59;3706;1;Mato Grosso;domingo, 9 de abril de 2023;quarta-feira, 12 de abril de 2023;5
2515;D;PAC;4;4;141;2;low;M;7;1479;1;Mato Grosso;sexta-feira, 5 de junho de 2020;quarta-feira, 10 de junho de 2020;5
2516;F;PAC;4;3;220;3;medium;M;8;3342;1;Ceará;sexta-feira, 3 de dezembro de 2021;sábado, 4 de dezembro de 2021;5
2517;A;PAC;5;5;264;3;medium;F;56;3482;1;Amazonas;domingo, 18 de fevereiro de 2024;segunda-feira, 19 de fevereiro de 2024;5
2518;B;PAC;3;5;150;2;low;F;48;1256;1;Paraíba;quinta-feira, 30 de setembro de 2021;terça-feira, 5 de outubro de 2021;5
2519;C;PAC;3;4;175;3;medium;M;4;1519;1;Rio Grande do Sul;terça-feira, 20 de abril de 2021;sexta-feira, 23 de abril de 2021;5
2520;F;PAC;2;4;223;3;medium;F;19;3356;1;Rio Grande do Norte;quarta-feira, 17 de abril de 2024;quinta-feira, 18 de abril de 2024;4
2521;D;PAC;4;4;162;10;high;M;12;1583;1;#REF!;domingo, 6 de agosto de 2023;terça-feira, 8 de agosto de 2023;5
2522;F;PAC;6;4;221;10;medium;M;42;2972;1;Rio Grande do Sul;domingo, 4 de abril de 2021;sexta-feira, 9 de abril de 2021;4
2523;A;PAC;5;1;216;3;low;M;40;2668;1;Paraná;segunda-feira, 10 de fevereiro de 2020;sábado, 15 de fevereiro de 2020;4
2524;B;PAC;5;5;133;10;medium;M;9;1724;1;Rio de Janeiro;segunda-feira, 31 de maio de 2021;terça-feira, 1 de junho de 2021;4
2525;C;PAC;4;2;191;3;high;M;3;2353;1;Rio de Janeiro;quinta-feira, 20 de fevereiro de 2020;terça-feira, 25 de fevereiro de 2020;5
2526;F;PAC;4;5;156;3;low;M;39;1483;1;Paraná;quarta-feira, 11 de outubro de 2023;segunda-feira, 16 de outubro de 2023;5
2527;D;PAC;4;1;252;3;medium;F;30;2669;1;Rio Grande do Norte;quinta-feira, 5 de março de 2020;segunda-feira, 9 de março de 2020;5
2528;F;PAC;3;5;198;3;low;M;2;3417;1;Distrito Federal;sexta-feira, 8 de janeiro de 2021;segunda-feira, 11 de janeiro de 2021;5
2529;A;PAC;2;3;139;8;medium;M;21;1033;1;Paraná;segunda-feira, 28 de março de 2022;sexta-feira, 1 de abril de 2022;5
2530;B;PAC;2;1;255;3;low;M;19;1551;1;Maranhão;sexta-feira, 5 de novembro de 2021;terça-feira, 9 de novembro de 2021;4
2531;C;PAC;4;1;141;2;low;F;23;1689;1;Pernambuco;terça-feira, 9 de março de 2021;quarta-feira, 10 de março de 2021;5
