id_envio,corredor_armazenagem,metodo_envio,ligacoes_cliente,avaliacao_cliente,preco,qtd_itens,importancia,genero,desconto,peso_g,entrega_no_prazo,destino,data_envio,data_entrega,avaliacao_entrega,ingestion_timestamp,dias_entrega,categoria_entrega,avaliacao_final,entrega_rapida,faixa_preco,cliente_exigente
478,B,pac,3,4,254.0,2,high,F,41,3973,1,Mato Grosso,2020-01-16,2020-01-18,4,2025-05-20T23:01:37.806Z,2,expressa,4.0,1,alto,0
951,A,sedex,5,2,261.0,8,medium,F,1,3308,1,Distrito Federal,2024-09-07,2024-09-11,4,2025-05-20T23:01:37.806Z,4,normal,3.0,0,alto,1
1762,B,sedex,4,5,178.0,3,low,F,23,1695,1,Amazonas,2021-06-06,2021-06-09,5,2025-05-20T23:01:37.806Z,3,normal,5.0,0,médio,0
2018,F,pac,3,1,231.0,2,low,F,12,2123,1,Goiás,2020-06-22,2020-06-26,5,2025-05-20T23:01:37.806Z,4,normal,3.0,0,alto,1
3189,A,pac,3,3,213.0,10,medium,M,2,4847,0,Roraima,2023-12-23,2024-01-27,1,2025-05-20T23:01:37.806Z,35,lenta,2.0,0,alto,1
3346,B,pac,4,1,155.0,4,low,F,1,4985,0,Mato Grosso do Sul,2023-02-13,2023-03-02,1,2025-05-20T23:01:37.806Z,17,lenta,1.0,0,médio,1
3781,D,pac,3,3,231.0,2,high,F,8,5021,0,Goiás,2023-11-30,2023-12-20,1,2025-05-20T23:01:37.806Z,20,lenta,2.0,0,alto,1
4644,F,sedex,3,2,236.0,3,medium,M,8,5783,0,Mato Grosso,2023-05-28,2023-06-18,0,2025-05-20T23:01:37.806Z,21,lenta,1.0,0,alto,1
5013,A,pac,7,3,278.0,4,low,F,8,1909,1,Goiás,2022-06-14,2022-06-18,4,2025-05-20T23:01:37.806Z,4,normal,3.5,0,alto,0
7401,A,transportadora,3,4,177.0,4,medium,M,5,1854,0,Mato Grosso do Sul,2022-04-10,2022-05-18,1,2025-05-20T23:01:37.806Z,38,lenta,2.5,0,médio,1
7419,A,pac,4,4,254.0,5,low,M,9,1654,1,Acre,2022-12-06,2022-12-11,5,2025-05-20T23:01:37.806Z,5,normal,4.5,0,alto,0
7809,A,transportadora,4,2,196.0,3,medium,F,2,4474,0,Sergipe,2024-11-23,2024-12-05,0,2025-05-20T23:01:37.806Z,12,lenta,1.0,0,médio,1
7966,B,pac,5,4,223.0,3,medium,M,7,5738,0,Mato Grosso,2022-11-28,2022-12-26,2,2025-05-20T23:01:37.806Z,28,lenta,3.0,0,alto,1
8433,A,pac,4,1,188.0,2,low,M,10,5085,1,Rio de Janeiro,2021-05-15,2021-05-20,4,2025-05-20T23:01:37.806Z,5,normal,2.5,0,médio,1
490,B,pac,3,3,235.0,3,low,M,5,3065,1,Acre,2024-02-20,2024-02-23,4,2025-05-20T23:01:37.806Z,3,normal,3.5,0,alto,0
846,F,pac,5,2,145.0,5,medium,F,22,1818,1,Espírito Santo,2023-10-25,2023-10-28,5,2025-05-20T23:01:37.806Z,3,normal,3.5,0,médio,1
1068,F,pac,4,5,162.0,2,medium,F,57,1715,1,Roraima,2024-02-10,2024-02-15,4,2025-05-20T23:01:37.806Z,5,normal,4.5,0,médio,0
1327,D,pac,3,1,255.0,5,low,F,1,2713,1,Espírito Santo,2023-03-25,2023-03-27,4,2025-05-20T23:01:37.806Z,2,expressa,2.5,1,alto,1
1396,B,pac,4,2,158.0,4,low,F,45,1758,1,São Paulo,2024-05-31,2024-06-01,4,2025-05-20T23:01:37.806Z,1,expressa,3.0,1,médio,1
1990,B,pac,3,1,155.0,2,medium,F,6,1490,1,Sergipe,2023-08-03,2023-08-05,4,2025-05-20T23:01:37.806Z,2,expressa,2.5,1,médio,1
4846,B,pac,3,3,238.0,2,medium,M,2,5512,0,Rondônia,2024-08-12,2024-09-01,0,2025-05-20T23:01:37.806Z,20,lenta,1.5,0,alto,1
9261,A,pac,3,5,204.0,2,low,F,1,4025,1,Santa Catarina,2021-07-22,2021-07-26,5,2025-05-20T23:01:37.806Z,4,normal,5.0,0,alto,0
9857,C,sedex,4,4,185.0,2,medium,F,1,4729,0,Paraíba,2020-12-05,2020-12-25,1,2025-05-20T23:01:37.806Z,20,lenta,2.5,0,médio,1
2071,D,transportadora,3,4,272.0,10,medium,M,63,2455,1,Rondônia,2024-12-22,2024-12-23,5,2025-05-20T23:01:37.806Z,1,expressa,4.5,1,alto,0
2213,C,pac,6,1,105.0,5,low,F,57,1784,1,Pará,2020-02-24,2020-02-28,4,2025-05-20T23:01:37.806Z,4,normal,2.5,0,médio,1
2878,B,transportadora,5,5,240.0,3,medium,F,12,2723,1,Santa Catarina,2023-11-10,2023-11-13,4,2025-05-20T23:01:37.806Z,3,normal,4.5,0,alto,0
5032,B,pac,6,4,294.0,4,medium,M,6,1112,0,Minas Gerais,2020-01-14,2020-01-27,3,2025-05-20T23:01:37.806Z,13,lenta,3.5,0,alto,0
5517,A,pac,6,2,290.0,4,medium,M,2,1070,1,Bahia,2021-06-19,2021-06-24,4,2025-05-20T23:01:37.806Z,5,normal,3.0,0,alto,1
5540,F,pac,3,3,226.0,3,low,M,4,5048,0,Mato Grosso,2020-01-18,2020-01-31,1,2025-05-20T23:01:37.806Z,13,lenta,2.0,0,alto,1
6398,F,pac,4,3,250.0,3,high,F,4,5272,1,Rio Grande do Norte,2021-03-26,2021-03-28,5,2025-05-20T23:01:37.806Z,2,expressa,4.0,1,alto,0
6920,F,pac,6,1,288.0,4,medium,M,8,1806,1,Alagoas,2020-03-31,2020-04-04,4,2025-05-20T23:01:37.806Z,4,normal,2.5,0,alto,1
8461,D,pac,3,5,167.0,2,medium,F,8,5083,0,Minas Gerais,2022-07-11,2022-08-09,3,2025-05-20T23:01:37.806Z,29,lenta,4.0,0,médio,0
9214,B,pac,4,2,160.0,2,medium,M,3,4304,1,Rio Grande do Norte,2020-11-01,2020-11-05,4,2025-05-20T23:01:37.806Z,4,normal,3.0,0,médio,1
10321,D,pac,3,4,273.0,3,high,F,8,4530,1,Sergipe,2024-05-25,2024-05-27,4,2025-05-20T23:01:37.806Z,2,expressa,4.0,1,alto,0
10440,F,pac,2,5,235.0,3,high,F,10,5775,1,Mato Grosso,2022-11-10,2022-11-11,5,2025-05-20T23:01:37.806Z,1,expressa,5.0,1,alto,0
761,C,pac,5,3,235.0,2,medium,F,12,3358,1,Santa Catarina,2024-08-19,2024-08-24,4,2025-05-20T23:01:37.806Z,5,normal,3.5,0,alto,0
1108,B,transportadora,3,1,211.0,2,low,F,45,3332,1,desconhecido,2021-09-10,2021-09-13,4,2025-05-20T23:01:37.806Z,3,normal,2.5,0,alto,1
1828,B,pac,4,4,213.0,3,medium,M,11,2037,1,Roraima,2023-08-29,2023-09-02,4,2025-05-20T23:01:37.806Z,4,normal,4.0,0,alto,0
2489,C,pac,3,4,269.0,3,medium,F,21,3716,1,São Paulo,2022-06-04,2022-06-05,4,2025-05-20T23:01:37.806Z,1,expressa,4.0,1,alto,0
3524,F,pac,2,3,226.0,3,low,M,8,5119,0,Sergipe,2020-05-20,2020-06-01,2,2025-05-20T23:01:37.806Z,12,lenta,2.5,0,alto,1
4611,A,pac,3,3,152.0,3,low,M,6,5749,1,Acre,2024-07-16,2024-07-19,5,2025-05-20T23:01:37.806Z,3,normal,4.0,0,médio,0
4922,F,sedex,5,3,156.0,3,medium,M,7,4293,0,Mato Grosso,2022-03-15,2022-04-21,1,2025-05-20T23:01:37.806Z,37,lenta,2.0,0,médio,1
7016,F,pac,4,1,249.0,3,low,M,4,5253,1,Tocantins,2021-05-30,2021-06-04,4,2025-05-20T23:01:37.806Z,5,normal,2.5,0,alto,1
7853,C,pac,3,5,150.0,3,high,M,6,4565,0,Sergipe,2021-02-28,2021-03-26,1,2025-05-20T23:01:37.806Z,26,lenta,3.0,0,médio,1
8681,C,pac,5,1,137.0,2,low,M,9,4580,1,Paraíba,2020-12-31,2021-01-03,4,2025-05-20T23:01:37.806Z,3,normal,2.5,0,médio,1
9273,A,pac,4,1,195.0,3,medium,M,2,4682,0,Rio Grande do Sul,2022-04-10,2022-05-06,1,2025-05-20T23:01:37.806Z,26,lenta,1.0,0,médio,1
9808,B,pac,4,2,242.0,6,medium,F,10,5655,1,Tocantins,2023-09-22,2023-09-23,5,2025-05-20T23:01:37.806Z,1,expressa,3.5,1,alto,1
10563,A,transportadora,3,5,190.0,5,high,F,7,4457,0,Piauí,2024-12-14,2025-01-16,2,2025-05-20T23:01:37.806Z,33,lenta,3.5,0,médio,1
10937,C,sedex,5,3,257.0,5,medium,M,8,1981,1,Rondônia,2024-08-12,2024-08-16,5,2025-05-20T23:01:37.806Z,4,normal,4.0,0,alto,0
489,A,pac,7,5,192.0,3,low,M,46,1550,1,Sergipe,2021-08-16,2021-08-20,5,2025-05-20T23:01:37.806Z,4,normal,5.0,0,médio,0
946,B,sedex,2,2,163.0,3,medium,M,35,1547,1,Sergipe,2021-04-14,2021-04-16,4,2025-05-20T23:01:37.806Z,2,expressa,3.0,1,médio,1
1879,D,pac,3,1,136.0,2,medium,F,61,1509,1,desconhecido,2024-10-10,2024-10-14,4,2025-05-20T23:01:37.806Z,4,normal,2.5,0,médio,1
3369,A,pac,4,2,296.0,2,medium,F,2,1233,0,desconhecido,2023-08-09,2023-09-01,1,2025-05-20T23:01:37.806Z,23,lenta,1.5,0,alto,1
4111,D,transportadora,3,2,240.0,3,medium,M,2,4804,0,Alagoas,2023-04-20,2023-05-14,2,2025-05-20T23:01:37.806Z,24,lenta,2.0,0,alto,1
5955,A,pac,4,5,134.0,3,low,F,8,5694,0,desconhecido,2021-03-08,2021-04-12,1,2025-05-20T23:01:37.806Z,35,lenta,3.0,0,médio,1
6524,F,pac,3,3,261.0,8,low,M,10,4145,0,Paraná,2024-11-15,2024-12-07,1,2025-05-20T23:01:37.806Z,22,lenta,2.0,0,alto,1
6633,A,pac,5,4,242.0,3,high,F,4,4805,0,Roraima,2021-05-18,2021-06-25,0,2025-05-20T23:01:37.806Z,38,lenta,2.0,0,alto,1
9015,A,pac,4,5,137.0,2,low,M,6,4055,1,desconhecido,2021-07-15,2021-07-19,5,2025-05-20T23:01:37.806Z,4,normal,5.0,0,médio,0
655,D,pac,4,5,249.0,2,low,M,4,2725,1,Sergipe,2021-05-12,2021-05-16,4,2025-05-20T23:01:37.806Z,4,normal,4.5,0,alto,0
1912,B,sedex,4,2,202.0,4,low,F,1,3602,1,Paraná,2020-05-10,2020-05-14,5,2025-05-20T23:01:37.806Z,4,normal,3.5,0,alto,1
3351,A,pac,4,5,157.0,2,medium,M,6,5937,0,Rio Grande do Norte,2023-08-17,2023-09-01,0,2025-05-20T23:01:37.806Z,15,lenta,2.5,0,médio,1
4014,F,pac,4,5,237.0,2,medium,F,10,4963,0,Paraná,2022-11-30,2022-12-16,3,2025-05-20T23:01:37.806Z,16,lenta,4.0,0,alto,0
4075,D,pac,3,3,185.0,3,medium,M,4,4111,1,Bahia,2024-11-20,2024-11-23,5,2025-05-20T23:01:37.806Z,3,normal,4.0,0,médio,0
4737,A,pac,4,4,245.0,2,low,M,6,5772,0,Rondônia,2022-03-27,2022-04-27,2,2025-05-20T23:01:37.806Z,31,lenta,3.0,0,alto,1
5202,F,transportadora,3,1,176.0,3,low,M,5,5316,1,Rio Grande do Sul,2023-05-15,2023-05-19,4,2025-05-20T23:01:37.806Z,4,normal,2.5,0,médio,1
7323,A,pac,4,3,178.0,3,medium,M,6,4576,0,Mato Grosso,2022-05-16,2022-06-19,1,2025-05-20T23:01:37.806Z,34,lenta,2.0,0,médio,1
7517,C,sedex,5,4,228.0,5,low,M,5,1844,0,Paraná,2021-12-12,2021-12-21,1,2025-05-20T23:01:37.806Z,9,lenta,2.5,0,alto,1
10510,B,pac,3,4,247.0,2,low,M,2,4975,1,Rio Grande do Sul,2023-04-15,2023-04-19,5,2025-05-20T23:01:37.806Z,4,normal,4.5,0,alto,0
26,F,pac,3,1,225.0,4,low,M,29,3496,1,Pará,2024-09-20,2024-09-25,5,2025-05-20T23:01:37.806Z,5,normal,3.0,0,alto,1
305,C,pac,3,2,183.0,4,medium,F,12,2777,1,desconhecido,2022-08-25,2022-08-27,5,2025-05-20T23:01:37.806Z,2,expressa,3.5,1,médio,1
837,A,transportadora,3,4,229.0,2,low,M,51,2628,1,Sergipe,2020-09-17,2020-09-19,5,2025-05-20T23:01:37.806Z,2,expressa,4.5,1,alto,0
897,A,pac,4,2,162.0,2,low,M,16,1014,1,Minas Gerais,2024-07-29,2024-08-03,4,2025-05-20T23:01:37.806Z,5,normal,3.0,0,médio,1
1343,C,pac,4,4,216.0,2,medium,F,6,3255,1,Paraná,2020-07-26,2020-07-30,5,2025-05-20T23:01:37.806Z,4,normal,4.5,0,alto,0
3440,F,transportadora,4,5,259.0,3,medium,M,10,4921,1,Ceará,2020-10-15,2020-10-18,5,2025-05-20T23:01:37.806Z,3,normal,5.0,0,alto,0
7934,F,sedex,4,1,272.0,2,low,F,8,5328,1,Roraima,2023-10-13,2023-10-15,5,2025-05-20T23:01:37.806Z,2,expressa,3.0,1,alto,1
9138,F,pac,3,5,219.0,6,low,M,1,1394,0,Paraná,2024-06-06,2024-06-11,0,2025-05-20T23:01:37.806Z,5,normal,2.5,0,alto,1
9456,F,transportadora,4,2,270.0,5,low,F,5,1747,1,Espírito Santo,2024-12-26,2024-12-30,4,2025-05-20T23:01:37.806Z,4,normal,3.0,0,alto,1
446,F,pac,4,4,189.0,2,medium,F,18,2955,1,Mato Grosso,2024-05-06,2024-05-08,4,2025-05-20T23:01:37.806Z,2,expressa,4.0,1,médio,0
727,D,pac,4,2,214.0,3,low,F,18,2574,1,Mato Grosso do Sul,2020-06-11,2020-06-12,4,2025-05-20T23:01:37.806Z,1,expressa,3.0,1,alto,1
1583,C,pac,3,3,143.0,3,low,M,64,1630,1,São Paulo,2020-10-11,2020-10-14,4,2025-05-20T23:01:37.806Z,3,normal,3.5,0,médio,0
2918,F,pac,4,4,176.0,3,medium,M,53,1472,1,Sergipe,2020-11-09,2020-11-10,4,2025-05-20T23:01:37.806Z,1,expressa,4.0,1,médio,0
3103,D,pac,3,3,227.0,2,medium,F,24,2749,1,Goiás,2021-01-12,2021-01-16,4,2025-05-20T23:01:37.806Z,4,normal,3.5,0,alto,0
4604,F,pac,3,4,164.0,6,medium,F,4,5567,1,Paraíba,2022-10-15,2022-10-20,4,2025-05-20T23:01:37.806Z,5,normal,4.0,0,médio,0
5287,D,pac,3,5,218.0,2,low,M,4,5142,0,Paraná,2024-06-23,2024-07-31,0,2025-05-20T23:01:37.806Z,38,lenta,2.5,0,alto,1
6129,A,pac,3,3,132.0,2,medium,M,1,4687,0,Santa Catarina,2022-06-08,2022-07-07,1,2025-05-20T23:01:37.806Z,29,lenta,2.0,0,médio,1
7749,A,pac,4,2,270.0,5,medium,M,9,1167,0,Ceará,2023-11-28,2023-12-23,3,2025-05-20T23:01:37.806Z,25,lenta,2.5,0,alto,1
7999,D,pac,6,4,276.0,4,low,F,2,1120,1,Pernambuco,2024-01-27,2024-01-30,5,2025-05-20T23:01:37.806Z,3,normal,4.5,0,alto,0
390,F,sedex,4,2,167.0,4,low,F,20,1705,1,Tocantins,2022-10-28,2022-11-01,5,2025-05-20T23:01:37.806Z,4,normal,3.5,0,médio,1
778,B,pac,5,1,234.0,2,low,M,12,2372,1,Distrito Federal,2020-12-07,2020-12-12,4,2025-05-20T23:01:37.806Z,5,normal,2.5,0,alto,1
1106,F,transportadora,5,3,202.0,3,high,M,41,3536,1,Acre,2023-07-23,2023-07-24,5,2025-05-20T23:01:37.806Z,1,expressa,4.0,1,alto,0
3126,F,sedex,4,4,197.0,3,medium,F,41,3280,1,Piauí,2024-06-14,2024-06-17,5,2025-05-20T23:01:37.806Z,3,normal,4.5,0,médio,0
7781,C,pac,2,3,219.0,4,low,F,9,4086,0,São Paulo,2024-10-28,2024-12-02,3,2025-05-20T23:01:37.806Z,35,lenta,3.0,0,alto,0
9088,B,pac,3,3,250.0,3,low,M,9,4993,0,Ceará,2022-01-05,2022-02-13,0,2025-05-20T23:01:37.806Z,39,lenta,1.5,0,alto,1
9421,D,pac,6,2,292.0,4,medium,M,2,1149,1,Paraná,2023-05-14,2023-05-16,4,2025-05-20T23:01:37.806Z,2,expressa,3.0,1,alto,1
10710,F,pac,5,1,241.0,5,low,F,5,1116,1,Espírito Santo,2021-03-10,2021-03-13,5,2025-05-20T23:01:37.806Z,3,normal,3.0,0,alto,1
10752,F,pac,5,5,244.0,6,low,F,1,1222,0,São Paulo,2020-05-08,2020-05-31,3,2025-05-20T23:01:37.806Z,23,lenta,4.0,0,alto,0
251,C,sedex,2,3,155.0,3,low,F,45,1639,1,Acre,2021-05-17,2021-05-18,5,2025-05-20T23:01:37.806Z,1,expressa,4.0,1,médio,0
538,B,sedex,4,4,228.0,3,medium,F,12,3359,1,desconhecido,2022-05-15,2022-05-20,4,2025-05-20T23:01:37.806Z,5,normal,4.0,0,alto,0
1122,F,pac,2,1,264.0,3,medium,M,10,3409,1,Amazonas,2022-06-18,2022-06-23,5,2025-05-20T23:01:37.806Z,5,normal,3.0,0,alto,1
2073,A,pac,3,1,235.0,10,low,M,7,2991,1,Amazonas,2020-10-21,2020-10-22,4,2025-05-20T23:01:37.806Z,1,expressa,2.5,1,alto,1
2700,F,pac,4,2,179.0,3,high,F,30,1076,1,Rio de Janeiro,2024-12-28,2024-12-29,4,2025-05-20T23:01:37.806Z,1,expressa,3.0,1,médio,1
9312,F,transportadora,3,2,204.0,2,high,M,8,4562,1,Mato Grosso do Sul,2022-12-09,2022-12-10,4,2025-05-20T23:01:37.806Z,1,expressa,3.0,1,alto,1
10338,F,pac,4,3,197.0,3,medium,F,6,5395,0,São Paulo,2021-09-21,2021-10-03,3,2025-05-20T23:01:37.806Z,12,lenta,3.0,0,médio,0
739,D,pac,3,2,223.0,3,medium,F,6,2127,1,Pará,2024-05-16,2024-05-21,5,2025-05-20T23:01:37.806Z,5,normal,3.5,0,alto,1
1239,A,transportadora,3,5,183.0,3,medium,F,44,3158,1,Paraná,2024-08-24,2024-08-25,4,2025-05-20T23:01:37.806Z,1,expressa,4.5,1,médio,0
2927,C,pac,3,1,269.0,3,low,M,47,3033,1,Espírito Santo,2021-12-03,2021-12-06,4,2025-05-20T23:01:37.806Z,3,normal,2.5,0,alto,1
5222,F,transportadora,6,5,256.0,5,low,M,10,1686,0,Paraná,2022-06-16,2022-06-24,3,2025-05-20T23:01:37.806Z,8,lenta,4.0,0,alto,0
6172,B,transportadora,5,5,189.0,3,low,M,7,5717,0,Santa Catarina,2023-11-27,2023-12-17,0,2025-05-20T23:01:37.806Z,20,lenta,2.5,0,médio,1
8094,F,transportadora,5,1,226.0,4,high,F,2,5600,0,Paraná,2023-05-24,2023-07-03,0,2025-05-20T23:01:37.806Z,40,lenta,0.5,0,alto,1
8205,A,sedex,3,4,163.0,3,medium,M,5,5088,1,Rio Grande do Norte,2023-07-31,2023-08-03,5,2025-05-20T23:01:37.806Z,3,normal,4.5,0,médio,0
8377,D,pac,4,5,248.0,4,low,F,2,4427,0,Goiás,2020-08-20,2020-09-25,0,2025-05-20T23:01:37.806Z,36,lenta,2.5,0,alto,1
9724,B,transportadora,3,2,140.0,3,medium,M,8,5724,0,desconhecido,2022-07-16,2022-07-24,1,2025-05-20T23:01:37.806Z,8,lenta,1.5,0,médio,1
9963,A,pac,4,2,255.0,5,low,F,7,1378,0,Piauí,2021-12-09,2021-12-22,0,2025-05-20T23:01:37.806Z,13,lenta,1.0,0,alto,1
810,F,sedex,3,3,183.0,3,low,F,45,2181,1,desconhecido,2024-10-28,2024-10-30,4,2025-05-20T23:01:37.806Z,2,expressa,3.5,1,médio,0
870,F,pac,3,1,196.0,3,low,F,64,2911,1,Piauí,2023-04-01,2023-04-05,4,2025-05-20T23:01:37.806Z,4,normal,2.5,0,médio,1
2072,F,transportadora,3,1,153.0,2,medium,F,51,1841,1,Rio Grande do Norte,2023-01-08,2023-01-10,4,2025-05-20T23:01:37.806Z,2,expressa,2.5,1,médio,1
2859,A,sedex,2,4,198.0,3,low,M,37,2555,1,Piauí,2023-12-18,2023-12-21,5,2025-05-20T23:01:37.806Z,3,normal,4.5,0,médio,0
3253,D,pac,3,2,160.0,3,medium,F,6,4808,1,Amazonas,2020-01-01,2020-01-06,5,2025-05-20T23:01:37.806Z,5,normal,3.5,0,médio,1
4085,C,sedex,3,3,273.0,10,medium,F,10,5574,1,Tocantins,2020-07-11,2020-07-13,4,2025-05-20T23:01:37.806Z,2,expressa,3.5,1,alto,0
5031,A,pac,6,3,281.0,4,medium,F,7,1599,1,Santa Catarina,2021-04-30,2021-05-02,5,2025-05-20T23:01:37.806Z,2,expressa,4.0,1,alto,0
5303,C,pac,4,3,229.0,2,medium,F,8,5868,0,Goiás,2023-01-04,2023-01-21,2,2025-05-20T23:01:37.806Z,17,lenta,2.5,0,alto,1
5558,F,pac,5,1,178.0,2,low,F,5,4369,0,desconhecido,2021-06-25,2021-07-28,3,2025-05-20T23:01:37.806Z,33,lenta,2.0,0,médio,1
6965,C,sedex,2,4,108.0,5,high,M,5,4874,1,Rondônia,2020-10-08,2020-10-12,4,2025-05-20T23:01:37.806Z,4,normal,4.0,0,médio,0
10427,C,transportadora,5,4,217.0,2,low,M,2,5469,1,Pará,2024-04-10,2024-04-11,5,2025-05-20T23:01:37.806Z,1,expressa,4.5,1,alto,0
10524,F,sedex,4,4,238.0,4,high,M,1,5702,1,Minas Gerais,2021-05-23,2021-05-28,5,2025-05-20T23:01:37.806Z,5,normal,4.5,0,alto,0
10713,A,pac,4,2,233.0,5,low,F,8,1097,0,Sergipe,2023-07-12,2023-08-14,2,2025-05-20T23:01:37.806Z,33,lenta,2.0,0,alto,1
240,F,pac,2,3,158.0,3,low,M,10,1515,1,Pernambuco,2020-05-08,2020-05-09,5,2025-05-20T23:01:37.806Z,1,expressa,4.0,1,médio,0
1368,F,transportadora,5,3,165.0,2,medium,M,51,1429,1,desconhecido,2022-10-27,2022-10-28,5,2025-05-20T23:01:37.806Z,1,expressa,4.0,1,médio,0
1867,D,pac,3,4,257.0,2,high,M,15,3981,1,São Paulo,2022-05-11,2022-05-14,5,2025-05-20T23:01:37.806Z,3,normal,4.5,0,alto,0
1892,F,sedex,4,5,238.0,10,medium,F,44,3860,1,Acre,2022-07-05,2022-07-08,4,2025-05-20T23:01:37.806Z,3,normal,4.5,0,alto,0
4695,A,pac,3,2,176.0,2,low,F,2,5083,0,Santa Catarina,2023-01-06,2023-02-08,2,2025-05-20T23:01:37.806Z,33,lenta,2.0,0,médio,1
5383,D,pac,3,3,166.0,2,medium,M,4,4254,1,Roraima,2022-05-23,2022-05-28,5,2025-05-20T23:01:37.806Z,5,normal,4.0,0,médio,0
5432,F,pac,4,4,261.0,3,high,M,9,5515,0,Tocantins,2022-07-12,2022-08-16,0,2025-05-20T23:01:37.806Z,35,lenta,2.0,0,alto,1
6865,D,transportadora,4,3,255.0,5,low,M,1,1192,0,Roraima,2021-07-19,2021-08-05,2,2025-05-20T23:01:37.806Z,17,lenta,2.5,0,alto,1
7329,A,pac,4,3,183.0,2,medium,F,8,5690,1,Acre,2023-12-08,2023-12-09,5,2025-05-20T23:01:37.806Z,1,expressa,4.0,1,médio,0
7576,B,pac,4,4,259.0,3,low,F,8,4223,1,Pará,2023-09-08,2023-09-12,5,2025-05-20T23:01:37.806Z,4,normal,4.5,0,alto,0
9184,B,transportadora,5,1,247.0,5,low,M,10,1562,1,Pernambuco,2020-11-20,2020-11-25,4,2025-05-20T23:01:37.806Z,5,normal,2.5,0,alto,1
1995,A,pac,3,1,165.0,3,low,F,1,1417,1,Mato Grosso do Sul,2020-10-17,2020-10-20,4,2025-05-20T23:01:37.806Z,3,normal,2.5,0,médio,1
2735,C,sedex,3,2,144.0,5,medium,M,43,1027,1,Paraná,2022-02-23,2022-02-24,4,2025-05-20T23:01:37.806Z,1,expressa,3.0,1,médio,1
3462,F,pac,3,3,144.0,2,low,M,6,5994,1,Piauí,2023-12-09,2023-12-12,4,2025-05-20T23:01:37.806Z,3,normal,3.5,0,médio,0
3642,F,pac,5,1,162.0,3,medium,M,5,4064,1,Rio Grande do Norte,2023-01-18,2023-01-21,4,2025-05-20T23:01:37.806Z,3,normal,2.5,0,médio,1
4167,A,pac,5,2,179.0,3,low,M,7,5496,0,Mato Grosso,2020-10-07,2020-10-24,2,2025-05-20T23:01:37.806Z,17,lenta,2.0,0,médio,1
4762,B,pac,5,5,276.0,4,low,M,2,1411,1,Rio Grande do Norte,2023-03-05,2023-03-08,5,2025-05-20T23:01:37.806Z,3,normal,5.0,0,alto,0
7292,F,pac,4,4,194.0,4,low,F,10,5024,0,Roraima,2020-12-03,2020-12-08,1,2025-05-20T23:01:37.806Z,5,normal,2.5,0,médio,1
7746,F,pac,6,4,264.0,4,low,M,1,1711,1,Roraima,2022-05-18,2022-05-20,4,2025-05-20T23:01:37.806Z,2,expressa,4.0,1,alto,0
7895,C,pac,5,4,223.0,3,low,M,8,4310,1,Maranhão,2023-09-19,2023-09-24,5,2025-05-20T23:01:37.806Z,5,normal,4.5,0,alto,0
10686,F,transportadora,3,5,133.0,4,low,M,10,4151,0,Mato Grosso,2022-08-31,2022-09-11,1,2025-05-20T23:01:37.806Z,11,lenta,3.0,0,médio,1
900,F,pac,4,3,206.0,3,medium,F,20,2247,1,Mato Grosso do Sul,2021-06-20,2021-06-23,5,2025-05-20T23:01:37.806Z,3,normal,4.0,0,alto,0
2255,C,pac,4,4,176.0,3,high,M,34,1283,1,Goiás,2023-02-14,2023-02-19,5,2025-05-20T23:01:37.806Z,5,normal,4.5,0,médio,0
2442,F,sedex,4,5,133.0,3,medium,M,3,1403,1,Rio Grande do Norte,2021-11-13,2021-11-14,4,2025-05-20T23:01:37.806Z,1,expressa,4.5,1,médio,0
2672,F,pac,4,3,233.0,2,medium,F,47,3606,1,Sergipe,2024-09-17,2024-09-22,4,2025-05-20T23:01:37.806Z,5,normal,3.5,0,alto,0
2784,F,pac,3,2,98.0,3,medium,F,60,1057,1,Bahia,2021-11-21,2021-11-25,4,2025-05-20T23:01:37.806Z,4,normal,3.0,0,baixo,1
4218,F,pac,5,2,201.0,3,low,M,2,5132,1,Acre,2021-02-28,2021-03-01,5,2025-05-20T23:01:37.806Z,1,expressa,3.5,1,alto,1
4936,B,transportadora,3,2,178.0,3,low,M,4,5119,1,Acre,2021-11-24,2021-11-27,5,2025-05-20T23:01:37.806Z,3,normal,3.5,0,médio,1
6334,B,pac,3,4,269.0,2,medium,M,2,4177,0,Maranhão,2022-11-04,2022-11-30,1,2025-05-20T23:01:37.806Z,26,lenta,2.5,0,alto,1
6372,F,pac,3,3,249.0,2,medium,M,9,4034,1,Rondônia,2023-11-18,2023-11-21,5,2025-05-20T23:01:37.806Z,3,normal,4.0,0,alto,0
8627,C,transportadora,7,3,307.0,4,low,M,1,1793,1,Rio Grande do Norte,2023-04-25,2023-04-30,5,2025-05-20T23:01:37.806Z,5,normal,4.0,0,alto,0
9410,F,pac,7,1,264.0,4,medium,F,5,1238,0,Paraná,2020-09-22,2020-10-18,0,2025-05-20T23:01:37.806Z,26,lenta,0.5,0,alto,1
9609,A,pac,5,3,191.0,3,high,F,6,4244,0,desconhecido,2022-10-12,2022-11-06,3,2025-05-20T23:01:37.806Z,25,lenta,3.0,0,médio,0
9806,F,pac,4,5,160.0,2,medium,F,8,5234,0,Sergipe,2024-09-11,2024-09-21,0,2025-05-20T23:01:37.806Z,10,lenta,2.5,0,médio,1
9952,B,pac,6,4,288.0,4,medium,F,9,1575,0,Mato Grosso do Sul,2022-07-22,2022-08-02,3,2025-05-20T23:01:37.806Z,11,lenta,3.5,0,alto,0
